,index,tournament_type,name,location,date,url,matches_downloaded
173,13,PSA W5,Malaysian Tour No2 (W),"Kuala Lumpur, Malaysia",27 Jan 2018,http://www.squashinfo.com/events/7505-womens-malaysian-tour-no2-2018,True
174,14,World Series,JP Morgan Tournament of Champions (W),"New York, USA",25 Jan 2018,http://www.squashinfo.com/events/7484-womens-tournament-of-champions-2018,True
175,15,PSA W5,Malaysian Tour No1 (W),"Seri Menanti, Negeri Sembilan, Malaysia",19 Jan 2018,http://www.squashinfo.com/events/7499-womens-malaysian-tour-no1-2018,True
176,16,World Series,Saudi PSA Masters (W),"Riyadh, Saudi Arabia",12 Jan 2018,http://www.squashinfo.com/events/7435-womens-psa-masters-2018,True
177,17,PSA W25,CAS International (W),"Islamabad, Pakistan",22 Dec 2017,http://www.squashinfo.com/events/7463-womens-cas-international-2017,True
178,18,PSA W5,Internazionali D'Italia (W),"Riccione, Italy",17 Dec 2017,http://www.squashinfo.com/events/7457-womens-internazionali-ditalia-2017,True
179,19,World Championship,AJ Bell PSA World Championship (W),"Manchester, England",17 Dec 2017,http://www.squashinfo.com/events/6926-womens-world-championship-2017,True
180,0,PSA W25,Monte Carlo Classic (W),"Monte Carlo, Monaco",8 Dec 2017,http://www.squashinfo.com/events/7448-womens-monte-carlo-classic-2017,True
181,1,PSA W15,London Open (W),"London, England",3 Dec 2017,http://www.squashinfo.com/events/7446-womens-london-open-2017,True
182,2,World Series,Cathay Pacific Sun Hung Kai Financial Hong Kong Open (W),Hong Kong,19 Nov 2017,http://www.squashinfo.com/events/7430-womens-hong-kong-open-2017,True
183,3,PSA W10,Australian Open (W),"Darwin, Australia",18 Nov 2017,http://www.squashinfo.com/events/7434-womens-australian-open-2017,True
184,4,PSA W5,Alliance Fabricating Ltd Simon Warder Memorial Prostate Cancer Tournament (W),"Sarnia, Ontario, Canada",18 Nov 2017,http://www.squashinfo.com/events/7432-womens-simon-warder-memorial-prostate-cancer-tournament-2017,True
185,5,PSA W5,Pacific Toyota Cairns International (W),"Cairns, Australia",29 Oct 2017,http://www.squashinfo.com/events/7408-womens-cairns-international-2017,True
186,6,PSA W5,Val de Marne Open (W),"Creteil, France",28 Oct 2017,http://www.squashinfo.com/events/7406-womens-val-de-marne-open-2017,True
187,7,PSA W15,Slaight Music Granite Open (W),"Toronto, Canada",27 Oct 2017,http://www.squashinfo.com/events/7404-womens-granite-open-2017,True
188,8,PSA W50,Carol Weymuller Open (W),"New York, USA",23 Oct 2017,http://www.squashinfo.com/events/7374-womens-carol-weymuller-open-2017,True
189,9,PSA W5,PwC Open (W),"Frick, Switzerland",22 Oct 2017,http://www.squashinfo.com/events/7395-womens-pwc-open-2017,True
190,10,PSA W10,Q Squash Ltd Queensland Open (W),"Gold Coast, Australia",22 Oct 2017,http://www.squashinfo.com/events/7394-womens-queensland-open-2017,True
191,11,PSA W10,Ohana Malaysian Open (W),"Kuala Lumpur, Malaysia",21 Oct 2017,http://www.squashinfo.com/events/7382-womens-malaysian-open-2017,True
192,12,World Series,US Open Presented by Macquarie Investment Management (W),"Philadelphia, USA",14 Oct 2017,http://www.squashinfo.com/events/7302-womens-us-open-2017,True
193,13,PSA W5,Ciutat de Barcelona Open (W),"Barcelona, Spain",30 Sep 2017,http://www.squashinfo.com/events/7365-womens-ciutat-de-barcelona-open-2017,True
194,14,PSA W50,Oracle NetSuite Open (W),"San Francisco, USA",30 Sep 2017,http://www.squashinfo.com/events/7363-womens-netsuite-open-2017,True
195,15,PSA W50,Macau Open (W),"Taipa, Macau",24 Sep 2017,http://www.squashinfo.com/events/7335-womens-macau-open-2017,True
196,16,PSA W15,NASH Cup (W),"London, Ontario, Canada",23 Sep 2017,http://www.squashinfo.com/events/7333-womens-nash-cup-2017,True
197,17,PSA W5,Malaysian Tour No11 (W),"Kuala Lumpur, Malaysia",22 Sep 2017,http://www.squashinfo.com/events/7359-womens-malaysian-tour-no11-2017,True
198,18,PSA W5,Squash NSW Open (W),"Thornleigh, Sydney, Australia",17 Sep 2017,http://www.squashinfo.com/events/7357-womens-nsw-open-2017,True
199,19,PSA W5,Beijing Challenge Cup (W),"Beijing, China",16 Sep 2017,http://www.squashinfo.com/events/7345-womens-beijing-challenge-cup-2017,True
200,0,PSA W5,North Coast Open (W),"Coffs Harbour, NSW, Australia",10 Sep 2017,http://www.squashinfo.com/events/7344-womens-north-coast-open-2017,True
201,1,PSA W15,Open International de Squash de Nantes (W),"Nantes, France",10 Sep 2017,http://www.squashinfo.com/events/7329-womens-open-international-de-squash-de-nantes-2017,True
202,2,PSA W25,HKFC International (W),"Happy Valley, Hong Kong",9 Sep 2017,http://www.squashinfo.com/events/7327-womens-hkfc-international-2017,True
203,3,PSA W5,Malaysian Tour No10 (W),"Kuala Lumpur, Malaysia",8 Sep 2017,http://www.squashinfo.com/events/7331-womens-malaysian-tour-no10-2017,True
204,4,PSA W100,JP Morgan China Open (W),"Shanghai, China",3 Sep 2017,http://www.squashinfo.com/events/7260-womens-china-open-2017,True
205,5,PSA W5,Dalian Squash Association China Grand Prix (W),"Dalian, China",27 Aug 2017,http://www.squashinfo.com/events/7287-womens-china-grand-prix-2017,True
206,6,PSA W5,City of Greater Bendigo International (W),"Bendigo, Victoria, Australia",20 Aug 2017,http://www.squashinfo.com/events/7262-womens-bendigo-international-2017,True
207,7,PSA W10,Victorian Open (W),"Melbourne, Australia",16 Jul 2017,http://www.squashinfo.com/events/7240-womens-victorian-open-2017,True
208,8,PSA W5,South Australian Open (W),"Adelaide, Australia",8 Jul 2017,http://www.squashinfo.com/events/7238-womens-south-australian-open-2017,True
209,9,PSA W5,Grand Sport 2nd Armenian Challenger (W),"Yerevan, Armenia",29 Jun 2017,http://www.squashinfo.com/events/7213-womens-armenian-challenger-2017,True
210,10,PSA W5,Matamata Open (W),"Matamata, New Zealand",18 Jun 2017,http://www.squashinfo.com/events/7209-womens-matamata-open-2017,True
211,11,PSA W5,Fitzherbert Rowe Lawyers New Zealand International Classic (W),"Palmerston North, New Zealand",11 Jun 2017,http://www.squashinfo.com/events/7165-womens-new-zealand-international-classic-2017,True
212,12,World Series Finals,PSA Dubai World Series Finals (W),"Dubai, United Arab Emirates",10 Jun 2017,http://www.squashinfo.com/events/6924-womens-world-series-finals-2017,True
213,13,PSA W5,City of Kalgoorlie & Boulder Golden Open (W),"Kalgoorlie, WA, Australia",5 Jun 2017,http://www.squashinfo.com/events/7161-womens-golden-open-2017,True
214,14,PSA W5,Gibson O'Connor North Shore Open (W),"Takapuna, Auckland, New Zealand",28 May 2017,http://www.squashinfo.com/events/7148-womens-north-shore-open-2017,True
215,15,PSA W5,Nissan Makati Open (W),"Makati City, Philippines",21 May 2017,http://www.squashinfo.com/events/7142-womens-makati-open-2017,True
216,16,PSA W5,Sekisui Open (W),"Kriens, Switzerland",21 May 2017,http://www.squashinfo.com/events/7140-womens-sekisui-open-2017,True
217,17,PSA W5,Malaysian Tour No9 (W),"Kuala Lumpur, Malaysia",13 May 2017,http://www.squashinfo.com/events/7131-womens-malaysian-tour-no9-2017,True
218,18,PSA W5,Bull Ring Open (W),"Johannesburg, South Africa",6 May 2017,http://www.squashinfo.com/events/7117-womens-bull-ring-open-2017,True
219,19,PSA W5,Jersey Classic (W),"St Clement, Jersey",6 May 2017,http://www.squashinfo.com/events/7119-womens-jersey-classic-2017,True
220,0,PSA W5,Keith Grainger Memorial UCT Open (W),"Cape Town, South Africa",28 Apr 2017,http://www.squashinfo.com/events/7088-womens-uct-open-2017,True
221,1,PSA W10,Sentara Martha Jefferson Charlottesville Open (W),"Charlottesville, Virginia, USA",23 Apr 2017,http://www.squashinfo.com/events/7085-womens-charlottesville-open-2017,True
222,2,PSA W15,GillenMarkets Irish Open (W),"Dublin, Ireland",22 Apr 2017,http://www.squashinfo.com/events/7078-womens-irish-open-2017,True
223,3,PSA W5,Czech International (W),"Prague, Czech Republic",16 Apr 2017,http://www.squashinfo.com/events/7075-womens-czech-international-2017,True
224,4,PSA W5,Virginia Squash Racquets Association Richmond Open (W),"Richmond, Virginia, USA",15 Apr 2017,http://www.squashinfo.com/events/7074-womens-richmond-open-2017,True
225,5,World Championship,Orascom Development PSA World Championship (W),"El Gouna, Egypt",14 Apr 2017,http://www.squashinfo.com/events/6933-womens-world-championship-2017,True
226,6,PSA W5,Assore & Balwin Parkview Open (W),"Johannesburg, South Africa",13 Apr 2017,http://www.squashinfo.com/events/7072-womens-parkview-open-2017,True
227,7,PSA W5,Masters School Open (W),"Dobbs Ferry, NY, USA",8 Apr 2017,http://www.squashinfo.com/events/7065-womens-masters-school-open-2017,True
228,8,PSA W5,Christchurch Vets Ipswich Open (W),"Ipswich, England",2 Apr 2017,http://www.squashinfo.com/events/7058-womens-ipswich-open-2017,True
229,9,World Series,Allam British Open (W),"Hull, England",26 Mar 2017,http://www.squashinfo.com/events/6912-womens-british-open-2017,True
230,10,PSA W15,CFO Consulting Services PSA Calgary Squash Week Open (W),"Calgary, Canada",12 Mar 2017,http://www.squashinfo.com/events/7018-womens-calgary-squash-week-open-2017,True
231,11,PSA W70,Ciudad de Floridablanca (W),"Floridablanca, Colombia",11 Mar 2017,http://www.squashinfo.com/events/6993-womens-ciudad-de-floridablanca-2017,True
232,12,PSA W5,Perrier HK Challenge Cup (W),"Kowloon, Hong Kong",11 Mar 2017,http://www.squashinfo.com/events/7020-womens-hk-challenge-cup-2017,True
233,13,PSA W5,Riga Open (W),"Riga, Latvia",5 Mar 2017,http://www.squashinfo.com/events/7009-womens-riga-open-2017,True
234,14,PSA W5,Brisbane City Squash MS Sandgate Open (W),"Deagon, Queensland, Australia",5 Mar 2017,http://www.squashinfo.com/events/7010-womens-sandgate-open-2017,True
235,15,PSA W35,Texas Open (W),"Dallas, USA",5 Mar 2017,http://www.squashinfo.com/events/6992-womens-texas-open-2017,True
236,16,World Series,Guggenheim Partners & EquiTrust Windy City Open (W),"Chicago, USA",1 Mar 2017,http://www.squashinfo.com/events/6909-womens-windy-city-open-2017,True
237,17,PSA W50,Cleveland Classic (W),"Cleveland, Ohio, USA",20 Feb 2017,http://www.squashinfo.com/events/6907-womens-cleveland-classic-2017,True
238,18,PSA W10,Winnipeg Winter Club Open (W),"Winnipeg, Canada",5 Feb 2017,http://www.squashinfo.com/events/6951-womens-winnipeg-winter-club-open-2017,True
239,19,PSA W10,Bahl & Gaynor Cincinnati Cup (W),"Cincinnati, Ohio, USA",30 Jan 2017,http://www.squashinfo.com/events/6941-womens-cincinnati-gaynor-cup-2017,True
240,0,PSA W5,Edinburgh Sports Club Open (W),"Edinburgh, Scotland",29 Jan 2017,http://www.squashinfo.com/events/6946-womens-edinburgh-sports-club-open-2017,True
241,1,PSA W5,Malaysian Tour No8 (W),"Seri Menanti, Negeri Sembilan, Malaysia",27 Jan 2017,http://www.squashinfo.com/events/6944-womens-malaysian-tour-no8-2017,True
242,2,PSA W10,Delaware Open (W),"Wilmington, Delaware, USA",22 Jan 2017,http://www.squashinfo.com/events/6934-womens-delaware-open-2017,True
243,3,World Series,JP Morgan Tournament of Champions (W),"New York, USA",19 Jan 2017,http://www.squashinfo.com/events/6881-womens-tournament-of-champions-2017,True
244,4,PSA W10,Malaysian Tour No7 (W),"Kuching, Sarawak, Malaysia",23 Dec 2016,http://www.squashinfo.com/events/6877-womens-malaysian-tour-2016,True
245,5,PSA W5,LiveStuff Open (W),"Tuxedo Park, NY, USA",11 Dec 2016,http://www.squashinfo.com/events/6869-womens-livestuff-open-2016,True
246,6,PSA W10,Open International des Volcans (W),"Clermont-Ferrand, France",10 Dec 2016,http://www.squashinfo.com/events/6864-womens-open-international-des-volcans-2016,True
247,7,PSA W5,London Open (W),"London, England",4 Dec 2016,http://www.squashinfo.com/events/6854-womens-london-open-2016,True
248,8,PSA W5,Bitar Cosmetics PSA McLean Open (W),"McLean, Virginia, USA",3 Dec 2016,http://www.squashinfo.com/events/6860-womens-mclean-open-2016,True
249,9,PSA W25,Monte Carlo Classic (W),"Monte Carlo, Monaco",25 Nov 2016,http://www.squashinfo.com/events/6846-womens-monte-carlo-classic-2016,True
250,10,PSA W5,Simon Warder Memorial Prostate Cancer Tournament (W),"Sarnia, Ontario, Canada",19 Nov 2016,http://www.squashinfo.com/events/6845-womens-simon-warder-memorial-prostate-cancer-tournament-2016,True
251,11,PSA W5,Jordan Squash Federation Amman Open (W),"Amman, Jordan",8 Nov 2016,http://www.squashinfo.com/events/6836-womens-amman-open-2016,True
252,12,PSA W5,Pacific Toyota Cairns International (W),"Cairns, Australia",6 Nov 2016,http://www.squashinfo.com/events/6818-womens-cairns-international-2016,True
253,13,PSA W10,Nicola Wealth Open (W),"Vancouver, Canada",5 Nov 2016,http://www.squashinfo.com/events/6816-womens-nicola-wealth-open-2016,True
254,14,PSA W50,Wadi Degla Open (W),"Cairo, Egypt",4 Nov 2016,http://www.squashinfo.com/events/6806-womens-wadi-degla-open-2016,True
255,15,PSA W5,Mackay Open (W),"Mackay, Queensland, Australia",30 Oct 2016,http://www.squashinfo.com/events/6812-womens-mackay-open-2016,True
256,16,PSA W5,Val de Marne Open (W),"Creteil, France",29 Oct 2016,http://www.squashinfo.com/events/6810-womens-val-de-marne-open-2016,True
257,17,PSA W15,Slaight Music (October) Granite Open (W),"Toronto, Canada",28 Oct 2016,http://www.squashinfo.com/events/6807-womens-granite-open-2016,True
258,18,PSA W5,Malaysian Tour No6 (W),"Kuantan, Pahang, Malaysia",28 Oct 2016,http://www.squashinfo.com/events/6809-womens-malaysian-tour-no6-2016,True
259,19,PSA W50,Carol Weymuller Open (W),"New York, USA",24 Oct 2016,http://www.squashinfo.com/events/6801-womens-carol-weymuller-open-2016,True
260,0,PSA W5,Q Squash Ltd Queensland Open (W),"Gold Coast, Australia",23 Oct 2016,http://www.squashinfo.com/events/6804-womens-queensland-open-2016,True
261,1,PSA W5,Harrow Ukrainian Cup (W),"Kiev, Ukraine",16 Oct 2016,http://www.squashinfo.com/events/6797-womens-ukrainian-cup-2016,True
262,2,World Series,Delaware Investments US Open (W),"Philadelphia, USA",15 Oct 2016,http://www.squashinfo.com/events/6747-womens-us-open-2016,True
263,3,PSA W5,Malaysian Tour No5 (W),"Kangar, Perlis, Malaysia",12 Oct 2016,http://www.squashinfo.com/events/6790-womens-malaysian-tour-no5-2016,True
264,4,PSA W5,Malaysian Tour No4 (W),"Penang, Malaysia",7 Oct 2016,http://www.squashinfo.com/events/6786-womens-malaysian-tour-no4-2016,True
265,5,PSA W35,Otters International JSW ISC (W),"Mumbai, India",2 Oct 2016,http://www.squashinfo.com/events/6779-womens-otters-international-2016,True
266,6,PSA W50,NetSuite Open (W),"San Francisco, USA",1 Oct 2016,http://www.squashinfo.com/events/6745-womens-netsuite-open-2016,True
267,7,PSA W10,NASH Cup (W),"London, Ontario, Canada",24 Sep 2016,http://www.squashinfo.com/events/6743-womens-nash-cup-2016,True
268,8,PSA W100,Al-Ahram International NewGiza (W),"Giza, Egypt",23 Sep 2016,http://www.squashinfo.com/events/6735-womens-al-ahram-international-2016,True
269,9,PSA W10,China Challenge Cup (W),"Beijing, China",18 Sep 2016,http://www.squashinfo.com/events/6738-womens-china-challenge-cup-2016,True
270,10,PSA W50,Macau Open (W),"Taipa, Macau",18 Sep 2016,http://www.squashinfo.com/events/6726-womens-macau-open-2016,True
271,11,PSA W5,Open International de Squash de Nantes (W),"Nantes, France",11 Sep 2016,http://www.squashinfo.com/events/6717-womens-nantes-international-open-2016,True
272,12,PSA W70,China Open (W),"Shanghai, China",4 Sep 2016,http://www.squashinfo.com/events/6713-womens-china-open-2016,True
273,13,PSA W5,North Coast Open (W),"Coffs Harbour, NSW, Australia",4 Sep 2016,http://www.squashinfo.com/events/6715-womens-north-coast-open-2016,True
274,14,PSA W5,Legacy Wealth Belfast Open (W),"Belfast, Ireland",28 Aug 2016,http://www.squashinfo.com/events/6709-womens-belfast-open-2016,True
275,15,World Series,Cathay Pacific Sun Hung Kai Financial Hong Kong Open (W),Hong Kong,28 Aug 2016,http://www.squashinfo.com/events/6705-womens-hong-kong-open-2016,True
276,16,PSA W15,Australian Open (W),"Melbourne, Australia",12 Aug 2016,http://www.squashinfo.com/events/6697-womens-australian-open-2016,True
277,17,PSA W10,Victorian Open (W),"Melbourne, Australia",7 Aug 2016,http://www.squashinfo.com/events/6695-womens-victorian-open-2016,True
278,18,PSA W5,Bendigo International (W),"Bendigo, Victoria, Australia",31 Jul 2016,http://www.squashinfo.com/events/6687-womens-bendigo-international-2016,True
279,19,PSA W5,South Australian Open (W),"Adelaide, Australia",16 Jul 2016,http://www.squashinfo.com/events/6683-womens-south-australian-open-2016,True
280,0,PSA W5,Tasmanian Open (W),"Devonport, Tasmania, Australia",10 Jul 2016,http://www.squashinfo.com/events/6681-womens-tasmanian-open-2016,True
281,1,PSA W5,Harrow Ukrainian Cup (W),"Kiev, Ukraine",10 Jul 2016,http://www.squashinfo.com/events/6679-womens-ukrainian-cup-2016,True
282,2,PSA W5,HK Challenge Cup (W),"Kowloon, Hong Kong",9 Jul 2016,http://www.squashinfo.com/events/6678-womens-contrex-challenge-cup-2016,True
283,3,PSA W5,Fujitsu NSW Open (W),"Elanora Heights, Sydney, Australia",3 Jul 2016,http://www.squashinfo.com/events/6673-womens-nsw-open-2016,True
284,4,PSA W5,Sandgate Open (W),"Deagon, Queensland, Australia",19 Jun 2016,http://www.squashinfo.com/events/6665-womens-sandgate-open-2016,True
285,5,PSA W5,Harrow Ukrainian Cup (W),"Kiev, Ukraine",5 Jun 2016,http://www.squashinfo.com/events/6659-womens-ukrainian-cup-2016,True
286,6,PSA W5,IJM Land Penang Open (W),"Penang, Malaysia",4 Jun 2016,http://www.squashinfo.com/events/6655-womens-penang-open-2016,True
287,7,PSA W5,Grand Sport 1st Armenian Challenger (W),"Yerevan, Armenia",29 May 2016,http://www.squashinfo.com/events/6648-womens-armenian-challenger-2016,True
288,8,PSA W5,City of Perth International Challenge (W),"Perth, Australia",29 May 2016,http://www.squashinfo.com/events/6652-womens-city-of-perth-international-challenge-2016,True
289,9,PSA W25,MEML HKFC International (W),"Happy Valley, Hong Kong",28 May 2016,http://www.squashinfo.com/events/6647-womens-hkfc-international-2016,True
290,10,World Series Finals,PSA Dubai World Series Finals (W),"Dubai, United Arab Emirates",28 May 2016,http://www.squashinfo.com/events/6512-womens-world-series-finals-2016,True
