,index,tournament_type,name,location,date,url,matches_downloaded
2594,14,PSA Super Satellite,San Francisco Open (M),USA,17 Jun 1993,http://www.squashinfo.com/events/1476-mens-san-francisco-open-1993,True
2595,15, ,Al Mannai Open (M),Egypt,3 Jun 1993,http://www.squashinfo.com/events/1477-mens-al-mannai-open-1993,True
2596,16,PSA 2 Star,Abu Dhabi Open (M),"Abu Dhabi, United Arab Emirates",28 May 1993,http://www.squashinfo.com/events/1478-mens-abu-dhabi-open-1993,True
2597,17,PSA Satellite,Ciutat de Barcelona Open (M),"Barcelona, Spain",27 May 1993,http://www.squashinfo.com/events/1479-mens-ciutat-de-barcelona-open-1993,True
2598,18,PSA Satellite,Ciutat de Igualada (M),Spain,20 May 1993,http://www.squashinfo.com/events/1480-mens-ciutat-de-igualada-1993,True
2599,19,PSA Super Series Platinum,Brazil Open (M),"Rio, Brazil",17 May 1993,http://www.squashinfo.com/events/1481-mens-brazil-open-1993,True
2600,0, ,Tournament of Champions (M),"New York, USA",29 Apr 1993,http://www.squashinfo.com/events/577-mens-tournament-of-champions-1993,True
2601,1,PSA 1 Star,International Dunlop Euregio (M),"Aachen, Germany",25 Apr 1993,http://www.squashinfo.com/events/1482-mens-international-dunlop-euregio-1993,True
2602,2,PSA Satellite,Sonderberg Open (M),Sweden,25 Apr 1993,http://www.squashinfo.com/events/1484-mens-sonderberg-open-1993,True
2603,3,PSA Satellite,Winners Open (M),Luxembourg,25 Apr 1993,http://www.squashinfo.com/events/1483-mens-winners-open-1993,True
2604,4,PSA Super Series Silver,Hi-Tec British Open (M),"Wembley, England",19 Apr 1993,http://www.squashinfo.com/events/204-mens-british-open-1993,True
2605,5,PSA 1 Star,Hi-Tec Swedish Open (M),"Linkoping, Sweden",5 Apr 1993,http://www.squashinfo.com/events/1485-mens-swedish-open-1993,True
2606,6,PSA 2.5 Star,El Shams Open (M),Egypt,1 Apr 1993,http://www.squashinfo.com/events/1486-mens-el-shams-open-1993,True
2607,7, ,Al Fardan Open (M),Qatar,24 Mar 1993,http://www.squashinfo.com/events/1489-mens-al-fardan-open-1993,True
2608,8,PSA 5 Star,Andersen Portuguese Open (M),"Vale de Lobo, Portugal",20 Mar 1993,http://www.squashinfo.com/events/1490-mens-portuguese-open-1993,True
2609,9,PSA Super Satellite,Mazda Championship (M),"Hong Kong, Hong Kong",14 Mar 1993,http://www.squashinfo.com/events/1491-mens-mazda-championship-1993,True
2610,10,PSA 1 Star,Albani Danish Open (M),Denmark,7 Mar 1993,http://www.squashinfo.com/events/1493-mens-danish-open-1993,True
2611,11, ,Spanish Open (M),"Madrid, Spain",7 Mar 1993,http://www.squashinfo.com/events/1492-mens-spanish-open-1993,True
2612,12,PSA Satellite,Swiss Open (M),"Geneva, Switzerland",7 Mar 1993,http://www.squashinfo.com/events/1494-mens-swiss-open-1993,True
2613,13, ,Vitafit Open (M),"Muhldorf, Germany",28 Feb 1993,http://www.squashinfo.com/events/1495-mens-vitafit-open-1993,True
2614,14, ,Leekes Welsh Classic (M),"Cardiff, Wales",22 Feb 1993,http://www.squashinfo.com/events/1496-mens-welsh-classic-1993,True
2615,15, ,Budapest Open (M),Hungary,21 Feb 1993,http://www.squashinfo.com/events/1497-mens-budapest-open-1993,True
2616,16, ,St Gallen Open (M),"St Gallen, Switzerland",7 Feb 1993,http://www.squashinfo.com/events/1498-mens-st-gallen-open-1993,True
2617,17, ,Unitel Canadian Open (M),"Toronto, Canada",29 Jan 1993,http://www.squashinfo.com/events/1499-mens-canadian-open-1993,True
2618,18, ,Bern Open (M),"Bern, Switzerland",24 Jan 1993,http://www.squashinfo.com/events/1500-mens-bern-open-1993,True
2619,19,PSA Super Series Finals,World Series Finals (M),"Zurich, Switzerland",19 Jan 1993,http://www.squashinfo.com/events/664-mens-world-series-finals-1993,True
2620,0, ,Qatar International (M),"Doha, Qatar",22 Dec 1992,http://www.squashinfo.com/events/1504-mens-qatar-international-1992,True
2621,1, ,Cathay Pacific Hong Kong Open (M),Hong Kong,13 Dec 1992,http://www.squashinfo.com/events/166-mens-hong-kong-open-1992,True
2622,2, ,Allied Bank/CAA Pakistan Open (M),"Karachi, Pakistan",5 Dec 1992,http://www.squashinfo.com/events/1505-mens-pakistan-open-1992,True
2623,3, ,European Open (M),"Kiel, Germany",8 Nov 1992,http://www.squashinfo.com/events/1506-mens-european-open-1992,True
2624,4,PSA Satellite,Odense Open (M),"Odense, Denmark",1 Nov 1992,http://www.squashinfo.com/events/1507-mens-odense-open-1992,True
2625,5, ,NCM Dutch Open (M),"Amsterdam, Netherlands",27 Oct 1992,http://www.squashinfo.com/events/1508-mens-dutch-open-1992,True
2626,6, ,Hedonism II Jamaica Open (M),Jamaica,4 Oct 1992,http://www.squashinfo.com/events/1509-mens-jamaica-open-1992,True
2627,7, ,Hi-Tec Curzons Open (M),"Toronto, Canada",27 Sep 1992,http://www.squashinfo.com/events/1510-mens-curzons-open-1992,True
2628,8,PSA World Open,World Open (M),"Johannesburg, South Africa",26 Sep 1992,http://www.squashinfo.com/events/1511-mens-world-open-1992,True
2629,9, ,Singapore Open (M),Singapore,5 Sep 1992,http://www.squashinfo.com/events/1512-mens-singapore-open-1992,True
2630,10, ,Malaysian Open (M),Malaysia,29 Aug 1992,http://www.squashinfo.com/events/1513-mens-malaysian-open-1992,True
2631,11, ,Rio Open (M),"Rio de Janeiro, Brazil",24 Aug 1992,http://www.squashinfo.com/events/1514-mens-rio-open-1992,True
2632,12,PSA Satellite,Gemco Florida State Open (M),"Boca Raton, USA",23 Aug 1992,http://www.squashinfo.com/events/1515-mens-florida-state-open-1992,True
2633,13, ,Australian Open (M),"Melbourne, Australia",16 Aug 1992,http://www.squashinfo.com/events/1516-mens-australian-open-1992,True
2634,14, ,Sao Paulo Open (M),"Sao Paulo, Brazil",16 Aug 1992,http://www.squashinfo.com/events/1517-mens-sao-paulo-open-1992,True
2635,15,PSA Satellite,Gotthelf's Rolex Vail Open (M),"Vail, USA",16 Aug 1992,http://www.squashinfo.com/events/1518-mens-vail-open-1992,True
2636,16,PSA Satellite,Albuquerque Open (M),"Albuquerque, USA",9 Aug 1992,http://www.squashinfo.com/events/1519-mens-albuquerque-open-1992,True
2637,17, ,Esso ACT Open (M),"Canberra, Australia",26 Jul 1992,http://www.squashinfo.com/events/1520-mens-act-open-1992,True
2638,18, ,MICO Oklahoma City Open (M),"Oklahoma, USA",26 Jul 1992,http://www.squashinfo.com/events/1521-mens-oklahoma-city-open-1992,True
2639,19, ,Downtown Sports Chicago Open (M),"Chicago, USA",19 Jul 1992,http://www.squashinfo.com/events/1522-mens-chicago-open-1992,True
2640,0,PSA Super Series Gold,Hi-Tec British Open (M),"Wembley, England",13 Apr 1992,http://www.squashinfo.com/events/205-mens-british-open-1992,True
2641,1,PSA Super Series Silver,German Open (M),"Cologne, Germany",22 Mar 1992,http://www.squashinfo.com/events/1526-mens-german-open-1992,True
2642,2,PSA Satellite,Swiss Open (M),"Geneva, Switzerland",9 Mar 1992,http://www.squashinfo.com/events/1527-mens-swiss-open-1992,True
2643,3,PSA Super Series Silver,Spanish Open (M),"Madrid, Spain",1 Mar 1992,http://www.squashinfo.com/events/1528-mens-spanish-open-1992,True
2644,4,PSA Super Series Silver,Leekes Welsh Classic (M),"Cardiff, Wales",24 Feb 1992,http://www.squashinfo.com/events/1529-mens-welsh-classic-1992,True
2645,5, ,Balsthal Open (M),Switzerland,16 Dec 1991,http://www.squashinfo.com/events/1533-mens-balsthal-open-1991,True
2646,6, ,Dutch Open (M),Netherlands,15 Dec 1991,http://www.squashinfo.com/events/1534-mens-dutch-open-1991,True
2647,7, ,Kiel Open (M),Germany,10 Nov 1991,http://www.squashinfo.com/events/1535-mens-kiel-open-1991,True
2648,8,PSA Satellite,Odense Open (M),"Odense, Denmark",3 Nov 1991,http://www.squashinfo.com/events/1536-mens-odense-open-1991,True
2649,9, ,Pierce Leahy US Open (M),"New York, USA",18 Oct 1991,http://www.squashinfo.com/events/291-mens-us-open-1991,True
2650,10, ,CAA Pakistan Open (M),"Karachi, Pakistan",15 Sep 1991,http://www.squashinfo.com/events/1539-mens-pakistan-open-1991,True
2651,11, ,Cathay Pacific Hong Kong Open (M),Hong Kong,8 Sep 1991,http://www.squashinfo.com/events/167-mens-hong-kong-open-1991,True
2652,12, ,Sharp Malaysian Open (M),Malaysia,31 Aug 1991,http://www.squashinfo.com/events/1540-mens-malaysian-open-1991,True
2653,13,PSA 5 Star,Heart Health Australian Open (M),"Melbourne, Australia",11 Aug 1991,http://www.squashinfo.com/events/1541-mens-australian-open-1991,True
2654,14,PSA World Open,Agfa World Open (M),"Adelaide, Australia",4 Aug 1991,http://www.squashinfo.com/events/1542-mens-world-open-1991,True
2655,15, ,Anchor Beer Singapore Open (M),Singapore,24 Jul 1991,http://www.squashinfo.com/events/1543-mens-singapore-open-1991,True
2656,16,PSA Satellite,Los Angeles Open (M),"Los Angeles, USA",23 Jun 1991,http://www.squashinfo.com/events/1544-mens-los-angeles-open-1991,True
2657,17, ,Esso ACT Open (M),"Canberra, Australia",16 Jun 1991,http://www.squashinfo.com/events/1545-mens-act-open-1991,True
2658,18, ,Italian Open (M),"Parma, Italy",10 May 1991,http://www.squashinfo.com/events/2765-mens-italian-open-1991,True
2659,19,PSA Super Series Gold,Hi-Tec British Open (M),"Wembley, England",22 Apr 1991,http://www.squashinfo.com/events/206-mens-british-open-1991,True
2660,0,PSA Super Series Gold,French Open (M),"Marne de Vallee, France",7 Apr 1991,http://www.squashinfo.com/events/1546-mens-french-open-1991,True
2661,1,PSA 5 Star,Scottish Open (M),"Glasgow, Scotland",31 Mar 1991,http://www.squashinfo.com/events/1549-mens-scottish-open-1991,True
2662,2,PSA Super Series Silver,German Open (M),"Cologne, Germany",24 Mar 1991,http://www.squashinfo.com/events/1550-mens-german-open-1991,True
2663,3,PSA 4 Star,Finnish Open (M),"Oulu, Finland",17 Mar 1991,http://www.squashinfo.com/events/1551-mens-finnish-open-1991,True
2664,4,PSA 1 Star,Albani Danish Open (M),"Odense, Denmark",10 Mar 1991,http://www.squashinfo.com/events/1552-mens-danish-open-1991,True
2665,5,PSA Super Series Silver,Spanish Open (M),Spain,3 Mar 1991,http://www.squashinfo.com/events/1553-mens-spanish-open-1991,True
2666,6,PSA Super Series Silver,Leekes Welsh Classic (M),"Cardiff, Wales",25 Feb 1991,http://www.squashinfo.com/events/1554-mens-welsh-classic-1991,True
2667,7,PSA World Open,World Open (M),"Toulouse, France",11 Nov 1990,http://www.squashinfo.com/events/1559-mens-world-open-1990,True
2668,8, ,Unitel Canadian Open (M),"Toronto, Canada",21 Oct 1990,http://www.squashinfo.com/events/8571-mens-canadian-open-1990,True
2669,9,PSA 5 Star,Coca-Cola US Open (M),"Houston, Texas, USA",13 Oct 1990,http://www.squashinfo.com/events/292-mens-us-open-1990,True
2670,10,PSA 5 Star,Stretch Challenge (M),"Vancouver, Canada",7 Oct 1990,http://www.squashinfo.com/events/1562-mens-stretch-challenge-1990,True
2671,11, ,President's Gold Cup (M),"Peshawar, Pakistan",24 Sep 1990,http://www.squashinfo.com/events/1563-mens-presidents-gold-cup-1990,True
2672,12,PSA 5 Star,CAA Pakistan Open (M),"POF Wah, Pakistan",16 Sep 1990,http://www.squashinfo.com/events/1564-mens-pakistan-open-1990,True
2673,13, ,Cathay Pacific Dragonair Hong Kong Open (M),Hong Kong,9 Sep 1990,http://www.squashinfo.com/events/168-mens-hong-kong-open-1990,True
2674,14,PSA 5 Star,Sharp Malaysian Open (M),Malaysia,2 Sep 1990,http://www.squashinfo.com/events/1565-mens-malaysian-open-1990,True
2675,15,PSA 4 Star,Anchor Beer Singapore Open (M),Singapore,25 Aug 1990,http://www.squashinfo.com/events/1566-mens-singapore-open-1990,True
2676,16,PSA 5 Star,Honda New Zealand Open (M),"Auckland, New Zealand",18 Aug 1990,http://www.squashinfo.com/events/1567-mens-new-zealand-open-1990,True
2677,17,PSA 4 Star,Heart Health Australian Open (M),"Melbourne, Australia",12 Aug 1990,http://www.squashinfo.com/events/1568-mens-australian-open-1990,True
2678,18,PSA Super Series Silver,Croc d'Or International (M),"Bezier, France",13 May 1990,http://www.squashinfo.com/events/1570-mens-croc-dor-international-1990,True
2679,19,PSA Super Series Silver,Hi-Tec European Open (M),"Stuttgart, Germany",1 May 1990,http://www.squashinfo.com/events/1571-mens-european-open-1990,True
2680,0,PSA Super Series Silver,Hi-Tec British Open (M),"Wembley, England",23 Apr 1990,http://www.squashinfo.com/events/207-mens-british-open-1990,True
2681,1,PSA 4 Star,Finnish Open (M),Finland,18 Mar 1990,http://www.squashinfo.com/events/1572-mens-finnish-open-1990,True
2682,2,PSA Super Series Silver,Austrian Open (M),"Salzburg, Austria",6 Mar 1990,http://www.squashinfo.com/events/1573-mens-austrian-open-1990,True
2683,3,PSA Super Series Gold,Leekes Welsh Classic (M),"Cardiff, Wales",25 Feb 1990,http://www.squashinfo.com/events/1574-mens-welsh-classic-1990,True
2684,4,PSA 5 Star,Spanish Open (M),Spain,6 Feb 1990,http://www.squashinfo.com/events/1575-mens-spanish-open-1990,True
2685,5, ,Federation Cup (M),Pakistan,1 Jan 1990,http://www.squashinfo.com/events/1576-mens-federation-cup-1990,True
2686,6,PSA 5 Star,NCM Dutch Open (M),"The Hague, Netherlands",30 Nov 1989,http://www.squashinfo.com/events/1579-mens-dutch-open-1989,True
2687,7, ,Coca-Cola US Open (M),"Houston, Texas, USA",18 Nov 1989,http://www.squashinfo.com/events/293-mens-us-open-1989,True
2688,8,PSA 5 Star,Canadian Open (M),"Toronto, Canada",12 Nov 1989,http://www.squashinfo.com/events/1580-mens-canadian-open-1989,True
2689,9,PSA 5 Star,Stuttgart Open (M),Germany,6 Nov 1989,http://www.squashinfo.com/events/1582-mens-stuttgart-open-1989,True
2690,10,PSA World Open,Singer World Open (M),"Kuala Lumpur, Malaysia",7 Oct 1989,http://www.squashinfo.com/events/1583-mens-world-open-1989,True
2691,11,PSA 4 Star,Anchor Beer Singapore Open (M),Singapore,25 Sep 1989,http://www.squashinfo.com/events/1584-mens-singapore-open-1989,True
2692,12, ,Cathay Pacific Hong Kong Open (M),Hong Kong,17 Sep 1989,http://www.squashinfo.com/events/169-mens-hong-kong-open-1989,True
2693,13,PSA 5 Star,CAA Pakistan Open (M),"Karachi, Pakistan",2 Sep 1989,http://www.squashinfo.com/events/1585-mens-pakistan-open-1989,True
2694,14,PSA 4 Star,Honda New Zealand Open (M),New Zealand,6 Aug 1989,http://www.squashinfo.com/events/1586-mens-new-zealand-open-1989,True
2695,15,PSA Satellite,Lotus San Antonio Open (M),USA,25 Jun 1989,http://www.squashinfo.com/events/1587-mens-san-antonio-open-1989,True
2696,16,PSA Satellite,Los Angeles Open (M),"Los Angeles, USA",24 Jun 1989,http://www.squashinfo.com/events/1588-mens-los-angeles-open-1989,True
2697,17,PSA Super Satellite,Pirelli San Francisco Open (M),USA,18 Jun 1989,http://www.squashinfo.com/events/1589-mens-san-francisco-open-1989,True
2698,18,PSA Satellite,Hyder Trophy (M),"New York, USA",5 Jun 1989,http://www.squashinfo.com/events/1590-mens-hyder-trophy-1989,True
2699,19,PSA 2 Star,Croc d'Or International (M),France,6 May 1989,http://www.squashinfo.com/events/1591-mens-croc-dor-international-1989,True
2700,0,PSA 5 Star,Open de Paris (M),"Paris, France",26 Apr 1989,http://www.squashinfo.com/events/1592-mens-open-de-paris-1989,True
2701,1,PSA 5 Star,Hi-Tec British Open (M),"Wembley, England",17 Apr 1989,http://www.squashinfo.com/events/208-mens-british-open-1989,True
2702,2,PSA Super Series Silver,ICI Monaco Open (M),"Monte Carlo, Monaco",2 Apr 1989,http://www.squashinfo.com/events/1595-mens-monaco-open-1989,True
2703,3,PSA 5 Star,Spanish Open (M),"Madrid, Spain",21 Mar 1989,http://www.squashinfo.com/events/1596-mens-spanish-open-1989,True
2704,4,PSA Satellite,Swiss Open (M),"Geneva, Switzerland",3 Mar 1989,http://www.squashinfo.com/events/1597-mens-swiss-open-1989,True
2705,5,PSA 5 Star,Austrian Open (M),"Salzburg, Austria",26 Feb 1989,http://www.squashinfo.com/events/1598-mens-austrian-open-1989,True
2706,6,PSA 5 Star,Al Falaj World Grand Prix (M),Oman,1 Dec 1988,http://www.squashinfo.com/events/1603-mens-al-falaj-world-grand-prix-1988,True
2707,7, ,President's Gold Cup (M),"Rawalpindi, Pakistan",24 Nov 1988,http://www.squashinfo.com/events/1604-mens-presidents-gold-cup-1988,True
2708,8,PSA 3 Star,Drakkar Noir Canadian Open (M),"Toronto, Canada",30 Oct 1988,http://www.squashinfo.com/events/1605-mens-canadian-open-1988,True
2709,9,PSA 4 Star,Rolex US Open (M),"Seattle, USA",23 Oct 1988,http://www.squashinfo.com/events/294-mens-us-open-1988,True
2710,10,PSA 4 Star,CAA Pakistan Open (M),"Karachi, Pakistan",25 Sep 1988,http://www.squashinfo.com/events/1606-mens-pakistan-open-1988,True
2711,11,PSA 4 Star,Anchor Beer Singapore Open (M),Singapore,10 Sep 1988,http://www.squashinfo.com/events/1607-mens-singapore-open-1988,True
2712,12,PSA 5 Star,Cathay Pacific Hong Kong Open (M),Hong Kong,4 Sep 1988,http://www.squashinfo.com/events/170-mens-hong-kong-open-1988,True
2713,13, ,Honda New Zealand Open (M),New Zealand,6 Aug 1988,http://www.squashinfo.com/events/1608-mens-new-zealand-open-1988,True
2714,14,PSA World Open,NCM World Open (M),"Amsterdam, Netherlands",13 May 1988,http://www.squashinfo.com/events/1610-mens-world-open-1988,True
2715,15,PSA 1.5 Star,Italian Open (M),Italy,1 May 1988,http://www.squashinfo.com/events/1611-mens-italian-open-1988,True
2716,16,PSA 5 Star,Perrier Open de Paris (M),"Paris, France",28 Apr 1988,http://www.squashinfo.com/events/1612-mens-open-de-paris-1988,True
2717,17,PSA Super Series Silver,Hi-Tec British Open (M),"Wembley, England",18 Apr 1988,http://www.squashinfo.com/events/209-mens-british-open-1988,True
2718,18,PSA Super Series Silver,Perrier/Lacoste Monaco Open (M),Monaco,3 Apr 1988,http://www.squashinfo.com/events/1616-mens-monaco-open-1988,True
2719,19,PSA Super Series Silver,Guy Laroche French Open (M),"Paris, France",13 Mar 1988,http://www.squashinfo.com/events/1617-mens-french-open-1988,True
2720,0,PSA 5 Star,Spanish Open (M),"Madrid, Spain",6 Mar 1988,http://www.squashinfo.com/events/1618-mens-spanish-open-1988,True
2721,1, ,Finnish Open (M),"Helsinki, Finland",13 Feb 1988,http://www.squashinfo.com/events/1619-mens-finnish-open-1988,True
2722,2,PSA 4 Star,Belgian Trophy (M),"Antwerp, Belgium",31 Jan 1988,http://www.squashinfo.com/events/1620-mens-belgian-trophy-1988,True
2723,3,PSA 5 Star,Olivetti De Blois Open (M),"De Blois, France",29 Jan 1988,http://www.squashinfo.com/events/1621-mens-de-blois-open-1988,True
2724,4,PSA 5 Star,Daily Mail Jersey International (M),England,7 Jan 1988,http://www.squashinfo.com/events/1622-mens-jersey-international-1988,True
2725,5,PSA 4 Star,Al Falaj World Grand Prix (M),"Muscat, Oman",3 Dec 1987,http://www.squashinfo.com/events/1626-mens-al-falaj-world-grand-prix-1987,True
2726,6,PSA 3 Star,PIA Masters (M),"Karachi, Pakistan",28 Nov 1987,http://www.squashinfo.com/events/1627-mens-pia-masters-1987,True
2727,7,PSA 5 Star,BMW Swiss Masters (M),"Zurich, Switzerland",22 Nov 1987,http://www.squashinfo.com/events/1628-mens-swiss-masters-1987,True
2728,8,PSA 5 Star,Rolex US Open (M),"New York, USA",13 Nov 1987,http://www.squashinfo.com/events/295-mens-us-open-1987,True
2729,9,PSA 5 Star,Drakkar Noir Canadian Open (M),"Toronto, Canada",8 Nov 1987,http://www.squashinfo.com/events/1629-mens-canadian-open-1987,True
2730,10,PSA World Open,ICI Perspex World Open (M),"Birmingham, England",20 Oct 1987,http://www.squashinfo.com/events/1630-mens-world-open-1987,True
2731,11,PSA 4 Star,CAA Pakistan Open (M),"Karachi, Pakistan",8 Oct 1987,http://www.squashinfo.com/events/1631-mens-pakistan-open-1987,True
2732,12, ,Slazenger New South Wales Open (M),Australia,6 Oct 1987,http://www.squashinfo.com/events/1632-mens-new-south-wales-open-1987,True
2733,13,PSA 3 Star,Cathay Pacific Hong Kong Open (M),Hong Kong,25 Sep 1987,http://www.squashinfo.com/events/171-mens-hong-kong-open-1987,True
