,tournament_index,round,players,result
3754,127,1st round,Adam Shean (RSA) bt Muhammad Farhan (PAK),"9-11, 11-1, 11-13, 11-1, 11-6 (45m)"
3755,127,1st round,[7] Ahmed Hassan (ZIM),bye
3756,127,1st round,[5] Fabien Verseille (FRA),bye
3757,127,1st round,Guilherme Melo (BRA) bt Youssef Hisham (EGY),"9-11, 11-7, 11-8, 8-11, 11-2 (50m)"
3758,127,1st round,James Peach (ENG) bt [WC] Ruan Olivier (RSA),"11-8, 11-5, 6-11, 11-7 (37m)"
3759,127,1st round,[2] Jean-Pierre Brits (RSA),bye
3760,128,Final,[3] Campbell Grayson (NZL) bt [7] Mahesh Mangaonkar (IND),"11-6, 11-8, 11-7 (45m)"
3761,128,Semi-finals,[7] Mahesh Mangaonkar (IND) bt [6] Peter Creed (WAL),"10-12, 11-4, 11-2, 11-3 (49m)"
3762,128,Semi-finals,[3] Campbell Grayson (NZL) bt Daniel Mekbib (CZE),"12-10, 9-11, 14-12, 11-7 (67m)"
3763,128,Quarter-finals,[7] Mahesh Mangaonkar (IND) bt Benjamin Aubert (FRA),"7-11, 14-12, 11-8, 11-5 (74m)"
3764,128,Quarter-finals,[6] Peter Creed (WAL) bt [4] Alan Clyne (SCO),"11-7, 8-11, 11-8, 9-11, 11-7 (90m)"
3765,128,Quarter-finals,[3] Campbell Grayson (NZL) bt [5] Richie Fallows (ENG),"11-6, 9-11, 11-8, 11-6 (60m)"
3766,128,Quarter-finals,Daniel Mekbib (CZE) bt [2] Karim El Hammamy (EGY),"11-6, 5-11, 11-9, 11-7 (58m)"
3767,128,2nd round,Benjamin Aubert (FRA) bt [1] Todd Harrity (USA),"13-11, 7-11, 11-7, 12-10 (59m)"
3768,128,2nd round,[7] Mahesh Mangaonkar (IND) bt Bernat Jaume (ESP),"11-6, 11-6, 11-8 (42m)"
3769,128,2nd round,[6] Peter Creed (WAL) bt Christopher Gordon (USA),"11-6, 11-9, 11-6 (51m)"
3770,128,2nd round,[4] Alan Clyne (SCO) bt Sébastien Bonmalais (FRA),"11-7, 11-5, 11-3 (35m)"
3771,128,2nd round,[3] Campbell Grayson (NZL) bt Carlos Cornes (ESP),"11-7, 11-9, 11-5 (51m)"
3772,128,2nd round,[5] Richie Fallows (ENG) bt Patrick Rooney (ENG),"7-11, 11-8, 11-7, 11-5 (45m)"
3773,128,2nd round,Daniel Mekbib (CZE) bt [8] Olli Tuominen (FIN),"11-8, 11-6, 11-5 (33m)"
3774,128,2nd round,[2] Karim El Hammamy (EGY) bt Reiko Peter (SUI),"12-10, 11-6, 13-11 (46m)"
3775,128,1st round,[1] Todd Harrity (USA),bye
3776,128,1st round,Benjamin Aubert (FRA) bt Sean Conroy (IRL),"9-11, 11-4, 11-6, 11-7 (54m)"
3777,128,1st round,Bernat Jaume (ESP) bt [WC] Brian Byrne (IRL),"9-11, 11-6, 11-6, 11-8 (47m)"
3778,128,1st round,[7] Mahesh Mangaonkar (IND),bye
3779,128,1st round,[6] Peter Creed (WAL),bye
3780,128,1st round,Christopher Gordon (USA) bt Ondrej Uherka (CZE),"11-6, 11-7, 11-3 (36m)"
3781,128,1st round,Sébastien Bonmalais (FRA) bt Miko Äijänen (FIN),"11-4, 11-8, 11-5 (38m)"
3782,128,1st round,[4] Alan Clyne (SCO),bye
3783,128,1st round,[3] Campbell Grayson (NZL),bye
3784,128,1st round,Carlos Cornes (ESP) bt Valentin Rapp (GER),"11-9, 11-7, 14-12 (60m)"
3785,128,1st round,Patrick Rooney (ENG) bt Robert Downer (ENG),"11-2, 11-9, 11-8 (35m)"
3786,128,1st round,[5] Richie Fallows (ENG),bye
3787,128,1st round,[8] Olli Tuominen (FIN),bye
3788,128,1st round,Daniel Mekbib (CZE) bt [WC] Sam Buckley (IRL),"11-3, 11-3, 11-5 (21m)"
3789,128,1st round,Reiko Peter (SUI) bt Matias Tuomi (FIN),"11-7, 11-4, 17-15 (40m)"
3790,128,1st round,[2] Karim El Hammamy (EGY),bye
3791,129,Final,[1] Ali Farag (EGY) bt [4] Karim Abdel Gawad (EGY),"11-9, 12-10, 11-3 (46m)"
3792,129,Semi-finals,[1] Ali Farag (EGY) bt [3] Tarek Momen (EGY),"9-11, 2-11, 11-5, 11-9, 12-10 (84m)"
3793,129,Semi-finals,[4] Karim Abdel Gawad (EGY) bt [WC] Fares Dessouky (EGY),"5-11, 13-11, 11-7, 11-1 (68m)"
3794,129,Quarter-finals,[1] Ali Farag (EGY) bt [7] Paul Coll (NZL),"11-8, 11-9, 11-9 (50m)"
3795,129,Quarter-finals,[3] Tarek Momen (EGY) bt [5] Simon Rösner (GER),"11-5, 11-4, 7-11, 11-3 (41m)"
3796,129,Quarter-finals,[4] Karim Abdel Gawad (EGY) bt Marwan Elshorbagy (EGY),"11-9, 12-10, 11-6 (43m)"
3797,129,Quarter-finals,[WC] Fares Dessouky (EGY) bt [2] Mohamed Elshorbagy (EGY),"15-13, 11-4, 8-11, 11-9 (61m)"
3798,129,3rd round,[1] Ali Farag (EGY) bt Diego Elias (PER),"11-8, 11-3, 14-16, 6-11, 11-5 (81m)"
3799,129,3rd round,[7] Paul Coll (NZL) bt Joel Makin (WAL),"12-10, 11-5, 11-7 (65m)"
3800,129,3rd round,[5] Simon Rösner (GER) bt Adrian Waller (ENG),"11-4, 11-6, 11-2 (29m)"
3801,129,3rd round,[3] Tarek Momen (EGY) bt Saurav Ghosal (IND),"11-8, 11-7, 13-11 (45m)"
3802,129,3rd round,[4] Karim Abdel Gawad (EGY) bt Omar Mosaad (EGY),"9-11, 9-11, 11-1, 11-7, 11-8 (90m)"
3803,129,3rd round,Marwan Elshorbagy (EGY) bt Nicolas Müller (SUI),"11-8, 11-6, 11-2 (27m)"
3804,129,3rd round,[WC] Fares Dessouky (EGY) bt [6] Miguel Rodriguez (COL),"11-7, 11-5, 7-11, 11-9 (65m)"
3805,129,3rd round,[2] Mohamed Elshorbagy (EGY) bt Cesar Salazar (MEX),"11-8, 11-9, 11-1 (31m)"
3806,129,2nd round,[1] Ali Farag (EGY) bt Cameron Pilley (AUS),"14-12, 11-7, 9-11, 11-6 (54m)"
3807,129,2nd round,Diego Elias (PER) bt Mazen Hesham (EGY),"11-6, 11-4, 6-11, 11-6 (39m)"
3808,129,2nd round,Joel Makin (WAL) bt Mostafa Asal (EGY),"11-3, 11-5, 7-11, 11-4 (52m)"
3809,129,2nd round,[7] Paul Coll (NZL) bt Borja Golan (ESP),"11-3, 11-2, 11-5 (23m)"
3810,129,2nd round,[5] Simon Rösner (GER) bt Tom Richards (ENG),"11-8, 11-8, 11-5 (35m)"
3811,129,2nd round,Adrian Waller (ENG) bt Gregoire Marche (FRA),"13-11, 11-6, 11-3 (41m)"
3812,129,2nd round,Saurav Ghosal (IND) bt Edmon Lopez (ESP),"11-9, 11-1, 3-11, 9-11, 11-6 (70m)"
3813,129,2nd round,[3] Tarek Momen (EGY) bt Zahed Salem (EGY),"11-9, 11-5, 9-11, 11-6 (44m)"
3814,129,2nd round,[4] Karim Abdel Gawad (EGY) bt Greg Lobban (SCO),"4-11, 11-4, 11-6, 11-9 (33m)"
3815,129,2nd round,Omar Mosaad (EGY) bt Iker Pajares Bernabeu (ESP),"3-11, 12-10, 11-6, 4-11, 11-2 (73m)"
3816,129,2nd round,Nicolas Müller (SUI) bt Alan Clyne (SCO),"9-11, 12-10, 11-7, 7-11, 11-6 (69m)"
3817,129,2nd round,Marwan Elshorbagy (EGY) bt [8] Mohamed Abouelghar (EGY),"5-11, 11-6, 11-9, 9-11, 13-11 (62m)"
3818,129,2nd round,[6] Miguel Rodriguez (COL) bt Raphael Kandra (GER),"8-11, 10-12, 11-5, 11-4, 12-10 (75m)"
3819,129,2nd round,[WC] Fares Dessouky (EGY) bt Youssef Soliman (EGY),7-4 ret. (8m)
3820,129,2nd round,Cesar Salazar (MEX) bt Nafiizwan Adnan (MAS),"13-11, 3-11, 11-9, 11-4 (56m)"
3821,129,2nd round,[2] Mohamed Elshorbagy (EGY) bt Max Lee (HKG),"13-11, 3-11, 11-4, 11-6 (41m)"
3822,129,1st round,[1] Ali Farag (EGY),bye
3823,129,1st round,Cameron Pilley (AUS) bt Mazen Gamal (EGY),"11-1, 11-4, 6-11, 11-5 (38m)"
3824,129,1st round,Mazen Hesham (EGY) bt Joshua Masters (ENG),"13-11, 8-11, 11-5, 8-11, 11-3 (50m)"
3825,129,1st round,Diego Elias (PER),bye
3826,129,1st round,Mostafa Asal (EGY) bt Campbell Grayson (NZL),"11-6, 12-10, 11-4 (66m)"
3827,129,1st round,Joel Makin (WAL),bye
3828,129,1st round,Borja Golan (ESP) bt Ben Coleman (ENG),"11-6, 11-5, 11-6 (47m)"
3829,129,1st round,[7] Paul Coll (NZL),bye
3830,129,1st round,[5] Simon Rösner (GER),bye
3831,129,1st round,Tom Richards (ENG) bt Ivan Yuen (MAS),"11-5, 11-5, 11-6 (29m)"
3832,129,1st round,Adrian Waller (ENG) bt [WC] Youssef Ibrahim (EGY),"11-1, 11-5, 10-12, 11-5 (45m)"
3833,129,1st round,Gregoire Marche (FRA),bye
3834,129,1st round,Saurav Ghosal (IND),bye
3835,129,1st round,Edmon Lopez (ESP) bt Leo Au (HKG),"11-5, 16-14, 11-13, 11-6 (77m)"
3836,129,1st round,Zahed Salem (EGY),bye
3837,129,1st round,[3] Tarek Momen (EGY),bye
3838,129,1st round,[4] Karim Abdel Gawad (EGY),bye
3839,129,1st round,Greg Lobban (SCO) bt Mohamed Reda (EGY),"11-9, 8-11, 11-9, 11-6 (65m)"
3840,129,1st round,Iker Pajares Bernabeu (ESP) bt Lucas Serme (FRA),"11-8, 11-5, 11-7 (55m)"
3841,129,1st round,Omar Mosaad (EGY),bye
3842,129,1st round,Nicolas Müller (SUI) bt Nathan Lake (ENG),"11-8, 1-11, 7-11, 11-5, 11-7 (61m)"
3843,129,1st round,Alan Clyne (SCO) bt Yip Tsz Fung (HKG),"11-6, 11-8, 11-4 (40m)"
3844,129,1st round,Marwan Elshorbagy (EGY),bye
3845,129,1st round,[8] Mohamed Abouelghar (EGY),bye
3846,129,1st round,[6] Miguel Rodriguez (COL),bye
3847,129,1st round,Raphael Kandra (GER),bye
3848,129,1st round,Youssef Soliman (EGY) bt Karim Ali Fathi (EGY),"9-11, 11-8, 5-11, 12-10, 11-5 (80m)"
3849,129,1st round,[WC] Fares Dessouky (EGY) bt Todd Harrity (USA),"11-8, 11-7, 11-2 (36m)"
3850,129,1st round,Nafiizwan Adnan (MAS) bt Omar Abdel Meguid (EGY),"11-7, 11-9, 11-8 (44m)"
3851,129,1st round,Cesar Salazar (MEX) bt Ramit Tandon (IND),"3-11, 11-4, 11-2, 11-4 (39m)"
3852,129,1st round,Max Lee (HKG) bt Karim El Hammamy (EGY),"11-4, 8-11, 11-1, 11-2 (44m)"
3853,129,1st round,[2] Mohamed Elshorbagy (EGY),bye
3854,130,Final,[1] Juan Camilo Vargas (COL) bt [2] Jean-Pierre Brits (RSA),"11-6, 11-7, 11-3 (33m)"
3855,130,Semi-finals,[1] Juan Camilo Vargas (COL) bt [3] Nick Wall (ENG),"11-7, 11-7, 11-2 (34m)"
3856,130,Semi-finals,[2] Jean-Pierre Brits (RSA) bt [6] Fabien Verseille (FRA),"11-7, 11-4, 11-5 (33m)"
3857,130,Quarter-finals,[1] Juan Camilo Vargas (COL) bt Amadeo Costa (SUI),"11-2, 11-4, 11-6 (26m)"
3858,130,Quarter-finals,[3] Nick Wall (ENG) bt [5] Omar Elkattan (EGY),"11-3, 11-9, 7-11, 11-6 (41m)"
3859,130,Quarter-finals,[6] Fabien Verseille (FRA) bt [4] Tom Walsh (ENG),"11-6, 11-8, 11-5 (33m)"
3860,130,Quarter-finals,[2] Jean-Pierre Brits (RSA) bt [8] Blessing Muhwati (ZIM),"11-5, 11-6, 11-7 (33m)"
3861,130,2nd round,[1] Juan Camilo Vargas (COL) bt Dylan Groenewald (RSA),"11-7, 11-7, 11-2 (31m)"
3862,130,2nd round,Amadeo Costa (SUI) bt [7] Ahmed Hassan (ZIM),"11-6, 11-5, 11-4 (20m)"
3863,130,2nd round,[5] Omar Elkattan (EGY) bt [WC] Makho Ntuli (RSA),"10-12, 11-0, 11-8, 4-11, 11-4 (44m)"
3864,130,2nd round,[3] Nick Wall (ENG) bt James Peach (ENG),"11-3, 6-11, 11-3, 11-5 (36m)"
3865,130,2nd round,[4] Tom Walsh (ENG) bt Anthony Rogal (ENG),"11-3, 11-6, 11-7 (34m)"
3866,130,2nd round,[6] Fabien Verseille (FRA) bt Abdulrahaman Yusuf (NGR),"11-3, 13-11, 11-4 (28m)"
3867,130,2nd round,[8] Blessing Muhwati (ZIM) bt [WC] Kyle Maree (RSA),"3-11, 12-10, 9-11, 11-4, 11-6 (55m)"
3868,130,2nd round,[2] Jean-Pierre Brits (RSA) bt Gareth Naidoo (RSA),"11-2, 11-4, 11-3 (34m)"
3869,130,1st round,[1] Juan Camilo Vargas (COL),bye
3870,130,1st round,Dylan Groenewald (RSA) bt Shady El Sherbiny (EGY),"11-5, 4-11, 5-11, 11-9, 12-10 (59m)"
3871,130,1st round,Amadeo Costa (SUI) bt [WC] Joshua van der Wath (RSA),"11-5, 11-4, 11-9 (25m)"
3872,130,1st round,[7] Ahmed Hassan (ZIM),bye
3873,130,1st round,[5] Omar Elkattan (EGY),bye
3874,130,1st round,[WC] Makho Ntuli (RSA) bt Youssef Hisham (EGY),"11-5, 11-5, 11-2 (27m)"
3875,130,1st round,James Peach (ENG) bt Ruan Olivier (RSA),"11-4, 11-7, 11-9 (22m)"
3876,130,1st round,[3] Nick Wall (ENG),bye
3877,130,1st round,[4] Tom Walsh (ENG),bye
3878,130,1st round,Anthony Rogal (ENG) bt [WC] Wayne Sithole (RSA),"11-4, 6-11, 8-11, 11-8, 11-8 (55m)"
3879,130,1st round,Abdulrahaman Yusuf (NGR) bt Guilherme Melo (BRA),"2-11, 11-5, 11-6, 11-9 (48m)"
3880,130,1st round,[6] Fabien Verseille (FRA),bye
3881,130,1st round,[8] Blessing Muhwati (ZIM),bye
3882,130,1st round,[WC] Kyle Maree (RSA) bt Muhammad Farhan (PAK),"8-11, 11-1, 11-8, 11-5 (31m)"
3883,130,1st round,Gareth Naidoo (RSA) bt Tayne Turnock (ZIM),"11-8, 11-5, 11-5 (24m)"
3884,130,1st round,[2] Jean-Pierre Brits (RSA),bye
3885,131,Final,[2] Addeen Idrakie (MAS) bt [1] Mohd Syafiq Kamal (MAS),"11-8, 11-13, 11-7, 11-8 (69m)"
3886,131,Semi-finals,[1] Mohd Syafiq Kamal (MAS) bt [4] Darren Pragasam (MAS),"11-13, 11-6, 11-7, 11-6 (45m)"
3887,131,Semi-finals,[2] Addeen Idrakie (MAS) bt [3] Tomotaka Endo (JPN),"11-7, 11-7, 11-4 (30m)"
3888,131,Quarter-finals,[1] Mohd Syafiq Kamal (MAS) bt [8] Ryunosuke Tsukue (JPN),"8-11, 13-11, 11-8, 11-6 (51m)"
3889,131,Quarter-finals,[4] Darren Pragasam (MAS) bt [WC] Amir Amirul (MAS),"11-6, 11-4, 11-7 (30m)"
3890,131,Quarter-finals,[3] Tomotaka Endo (JPN) bt Harley Lam (HKG),"11-6, 11-9, 8-11, 11-3 (40m)"
3891,131,Quarter-finals,[2] Addeen Idrakie (MAS) bt Robert Garcia (PHI),"11-8, 14-12, 11-9 (40m)"
3892,131,2nd round,[1] Mohd Syafiq Kamal (MAS) bt Ong Sai Hung (MAS),"11-3, 11-7, 11-8 (30m)"
3893,131,2nd round,[8] Ryunosuke Tsukue (JPN) bt Mohd Farez Izwan (MAS),"11-5, 11-2, 11-4"
3894,131,2nd round,[WC] Amir Amirul (MAS) bt [7] Nicholas Calvert (AUS),"11-8, 11-9, 11-13, 11-9"
3895,131,2nd round,[4] Darren Pragasam (MAS) bt [WC] Siow Yee Xian (MAS),"11-9, 10-12, 11-4, 6-11, 11-7"
3896,131,2nd round,[3] Tomotaka Endo (JPN) bt Darryl Gan (MAS),"11-7, 11-6, 11-5"
3897,131,2nd round,Harley Lam (HKG) bt [6] Thomas Calvert (AUS),"11-13, 4-11, 11-6, 11-6, 11-6 (60m)"
3898,131,2nd round,Robert Garcia (PHI) bt [5] Aadit Zaveri (IND),"13-11, 11-6, 6-11, 11-7"
3899,131,2nd round,[2] Addeen Idrakie (MAS) bt Samuel Kang (SGP),"14-12, 11-6, 12-10"
3900,131,1st round,[1] Mohd Syafiq Kamal (MAS),bye
3901,131,1st round,Ong Sai Hung (MAS),bye
3902,131,1st round,Mohd Farez Izwan (MAS) bt Hafiz Zhafri (MAS),"13-11, 11-3, 11-7 (34m)"
3903,131,1st round,[8] Ryunosuke Tsukue (JPN),bye
3904,131,1st round,[7] Nicholas Calvert (AUS),bye
3905,131,1st round,[WC] Amir Amirul (MAS) bt Chua Man Tong (SGP),"11-8, 11-6, 11-7 (30m)"
3906,131,1st round,[WC] Siow Yee Xian (MAS) bt Matthew Lai (HKG),"11-6, 9-11, 11-5, 6-11, 14-12 (87m)"
3907,131,1st round,[4] Darren Pragasam (MAS),bye
3908,131,1st round,[3] Tomotaka Endo (JPN),bye
3909,131,1st round,Darryl Gan (MAS) bt Wee Ming Hock (MAS),"11-4, 6-11, 11-8, 11-5 (62m)"
3910,131,1st round,Harley Lam (HKG),bye
3911,131,1st round,[6] Thomas Calvert (AUS),bye
3912,131,1st round,[5] Aadit Zaveri (IND),bye
3913,131,1st round,Robert Garcia (PHI) bt Duncan Lee (MAS),"11-3, 11-3, 11-8 (40m)"
3914,131,1st round,Samuel Kang (SGP) bt Andrik Lim (MAS),"11-4, 11-9, 11-4 (30m)"
3915,131,1st round,[2] Addeen Idrakie (MAS),bye
3916,132,Final,[1] Ali Farag (EGY) bt [2] Mohamed Elshorbagy (EGY),"11-13, 11-6, 11-4, 11-4 (46m)"
3917,132,Semi-finals,[1] Ali Farag (EGY) bt [4] Simon Rösner (GER),"13-11, 11-8, 11-5 (38m)"
3918,132,Semi-finals,[2] Mohamed Elshorbagy (EGY) bt [3] Karim Abdel Gawad (EGY),"11-9, 7-11, 11-8, 11-9 (49m)"
3919,132,Quarter-finals,[1] Ali Farag (EGY) bt [5] Miguel Rodriguez (COL),"11-5, 11-1, 6-11, 11-9 (49m)"
3920,132,Quarter-finals,[4] Simon Rösner (GER) bt Declan James (ENG),"11-7, 11-7, 11-4 (39m)"
3921,132,Quarter-finals,[3] Karim Abdel Gawad (EGY) bt [6] Paul Coll (NZL),"7-11, 11-7, 11-6, 14-12 (75m)"
3922,132,Quarter-finals,[2] Mohamed Elshorbagy (EGY) bt [8] Marwan Elshorbagy (EGY),"11-9, 11-8, 11-6 (37m)"
3923,132,2nd round,[1] Ali Farag (EGY) bt James Willstrop (ENG),"11-9, 11-5, 11-7 (28m)"
3924,132,2nd round,[5] Miguel Rodriguez (COL) bt Daryl Selby (ENG),"14-16, 11-5, 11-3, 11-7 (62m)"
3925,132,2nd round,Declan James (ENG) bt [7] Mohamed Abouelghar (EGY),"14-12, 12-10, 11-6 (42m)"
3926,132,2nd round,[4] Simon Rösner (GER) bt Mazen Hesham (EGY),"11-5, 11-4, 12-10 (34m)"
3927,132,2nd round,[3] Karim Abdel Gawad (EGY) bt Gregoire Marche (FRA),"9-11, 11-6, 11-4, 8-11, 11-5 (70m)"
3928,132,2nd round,[6] Paul Coll (NZL) bt Raphael Kandra (GER),"12-10, 11-3, 11-4 (42m)"
3929,132,2nd round,[8] Marwan Elshorbagy (EGY) bt Joel Makin (WAL),"11-4, 9-11, 11-6, 8-11, 11-8 (83m)"
3930,132,2nd round,[2] Mohamed Elshorbagy (EGY) bt Chris Simpson (ENG),"11-5, 11-8, 11-7 (33m)"
3931,132,1st round,[1] Ali Farag (EGY),bye
3932,132,1st round,James Willstrop (ENG) bt Cameron Pilley (AUS),"6-11, 11-7, 8-11, 11-9, 11-5 (65m)"
3933,132,1st round,Daryl Selby (ENG) bt Lucas Serme (FRA),"4-11, 11-4, 11-8, 9-11, 11-5 (80m)"
3934,132,1st round,[5] Miguel Rodriguez (COL),bye
3935,132,1st round,[7] Mohamed Abouelghar (EGY),bye
3936,132,1st round,Declan James (ENG) bt Mostafa Asal (EGY),"11-5, 11-3, 11-9 (38m)"
3937,132,1st round,Mazen Hesham (EGY) bt Mathieu Castagnet (FRA),"11-8, 11-7, 4-11, 11-8 (57m)"
3938,132,1st round,[4] Simon Rösner (GER),bye
3939,132,1st round,[3] Karim Abdel Gawad (EGY),bye
3940,132,1st round,Gregoire Marche (FRA) bt Borja Golan (ESP),"9-11, 11-7, 6-11, 11-9, 11-5 (78m)"
3941,132,1st round,Raphael Kandra (GER) bt George Parker (ENG),"11-7, 13-11, 11-3 (40m)"
3942,132,1st round,[6] Paul Coll (NZL),bye
3943,132,1st round,[8] Marwan Elshorbagy (EGY),bye
3944,132,1st round,Joel Makin (WAL) bt [WC] Roshan Bharos (NED),"11-3, 11-4, 11-5 (42m)"
3945,132,1st round,Chris Simpson (ENG) bt Tom Richards (ENG),"14-12, 15-13, 7-11, 11-7 (70m)"
3946,132,1st round,[2] Mohamed Elshorbagy (EGY),bye
3947,133,Final,[1] Diego Elias (PER) bt [3] Omar Mosaad (EGY),"11-3, 11-4, 11-9 (38m)"
3948,133,Semi-finals,[1] Diego Elias (PER) bt [4] Yip Tsz Fung (HKG),"11-9, 13-11, 9-11, 11-7 (53m)"
3949,133,Semi-finals,[3] Omar Mosaad (EGY) bt [6] Greg Lobban (SCO),"11-5, 10-12, 11-7, 13-11 (76m)"
3950,133,Quarter-finals,[1] Diego Elias (PER) bt [5] Max Lee (HKG),"11-9, 9-11, 11-2, 11-8 (54m)"
3951,133,Quarter-finals,[4] Yip Tsz Fung (HKG) bt [7] Leo Au (HKG),"11-9, 11-1, 5-11, 11-6 (61m)"
3952,133,Quarter-finals,[3] Omar Mosaad (EGY) bt Eain Yow Ng (MAS),"11-4, 11-6, 11-4 (32m)"
3953,133,Quarter-finals,[6] Greg Lobban (SCO) bt [2] Saurav Ghosal (IND),"6-11, 11-8, 11-5, 11-8 (65m)"
3954,133,2nd round,[1] Diego Elias (PER) bt Edmon Lopez (ESP),"11-5, 11-6, 11-4 (26m)"
3955,133,2nd round,[5] Max Lee (HKG) bt Ivan Yuen (MAS),"11-4, 7-11, 11-9, 5-11, 11-5 (66m)"
3956,133,2nd round,[7] Leo Au (HKG) bt Auguste Dussourd (FRA),"7-11, 11-4, 11-3, 11-7 (56m)"
3957,133,2nd round,[4] Yip Tsz Fung (HKG) bt Shahjahan Khan (PAK),"11-2, 5-11, 11-8, 11-8 (49m)"
3958,133,2nd round,[3] Omar Mosaad (EGY) bt Dimitri Steinmann (SUI),"11-7, 11-3, 11-9 (41m)"
3959,133,2nd round,Eain Yow Ng (MAS) bt [8] Nafiizwan Adnan (MAS),"11-8, 5-11, 11-8, 8-11, 11-5 (73m)"
3960,133,2nd round,[6] Greg Lobban (SCO) bt Baptiste Masotti (FRA),"11-5, 12-10, 11-8 (45m)"
3961,133,2nd round,[2] Saurav Ghosal (IND) bt Mahesh Mangaonkar (IND),"9-11, 11-7, 10-12, 11-3, 11-9 (77m)"
3962,133,1st round,[1] Diego Elias (PER),bye
3963,133,1st round,Edmon Lopez (ESP) bt [WC] Lau Tsz Kwan (HKG),"11-9, 13-11, 11-13, 11-4 (58m)"
3964,133,1st round,Ivan Yuen (MAS) bt [WC] Manuel Gassmann (MAC),"11-2, 11-3, 11-4 (21m)"
3965,133,1st round,[5] Max Lee (HKG),bye
3966,133,1st round,[7] Leo Au (HKG),bye
3967,133,1st round,Auguste Dussourd (FRA) bt Peter Creed (WAL),"8-11, 11-1, 10-12, 11-5, 11-7 (75m)"
3968,133,1st round,Shahjahan Khan (PAK) bt Omar Abdel Meguid (EGY),"11-7, 11-5, 10-12, 6-3 ret. (41m)"
3969,133,1st round,[4] Yip Tsz Fung (HKG),bye
3970,133,1st round,[3] Omar Mosaad (EGY),bye
3971,133,1st round,Dimitri Steinmann (SUI) bt Mazen Gamal (EGY),"11-8, 11-7, 6-11, 10-12, 11-8 (72m)"
3972,133,1st round,Eain Yow Ng (MAS) bt Victor Crouin (FRA),"11-7, 11-9, 11-13, 11-7 (49m)"
3973,133,1st round,[8] Nafiizwan Adnan (MAS),bye
3974,133,1st round,[6] Greg Lobban (SCO),bye
3975,133,1st round,Baptiste Masotti (FRA) bt Henry Leung (HKG),"11-7, 9-11, 11-7, 11-8 (47m)"
3976,133,1st round,Mahesh Mangaonkar (IND) bt Bernat Jaume (ESP),"11-9, 9-11, 11-8, 11-8 (65m)"
3977,133,1st round,[2] Saurav Ghosal (IND),bye
3978,134,Final,[5] Mohamed Elsherbini (EGY) bt [4] Farhan Mehboob (PAK),"11-5, 5-11, 8-11, 11-7, 11-8 (51m)"
3979,134,Semi-finals,[4] Farhan Mehboob (PAK) bt [1] Karim Ali Fathi (EGY),"5-11, 11-9, 11-9, 11-5 (38m)"
3980,134,Semi-finals,[5] Mohamed Elsherbini (EGY) bt [7] Carlos Cornes (ESP),"11-9, 13-11, 11-3 (39m)"
3981,134,Quarter-finals,[1] Karim Ali Fathi (EGY) bt [8] Asim Khan (PAK),"11-9, 12-10, 11-6 (42m)"
3982,134,Quarter-finals,[4] Farhan Mehboob (PAK) bt Ammar Altamimi (KUW),"11-5, 11-4, 12-10 (20m)"
3983,134,Quarter-finals,[7] Carlos Cornes (ESP) bt Amaad Fareed (PAK),"9-11, 11-5, 11-8, 4-11, 11-4 (56m)"
3984,134,Quarter-finals,[5] Mohamed Elsherbini (EGY) bt [2] Tayyab Aslam (PAK),"11-13, 11-9, 11-2, 6-11, 13-11 (91m)"
3985,134,2nd round,[1] Karim Ali Fathi (EGY) bt Yannik Omlor (GER),"11-0, 11-5, 11-4 (21m)"
3986,134,2nd round,[8] Asim Khan (PAK) bt Sean Conroy (IRL),"11-7, 13-11, 11-4 (36m)"
3987,134,2nd round,Ammar Altamimi (KUW) bt [6] Ahmed Hosny (EGY),"11-6, 7-11, 11-5, 11-7 (35m)"
3988,134,2nd round,[4] Farhan Mehboob (PAK) bt Syed Ali Mujtaba Shah Bokhari (PAK),"11-5, 11-5, 11-8 (28m)"
3989,134,2nd round,Amaad Fareed (PAK) bt [3] Shehab Essam (EGY),"4-11, 12-10, 11-8, 11-7 (43m)"
3990,134,2nd round,[7] Carlos Cornes (ESP) bt Joeri Hapers (BEL),"11-8, 11-4, 11-1 (32m)"
3991,134,2nd round,[5] Mohamed Elsherbini (EGY) bt Wong Chi Him (HKG),"11-5, 11-9, 9-11, 11-2 (51m)"
3992,134,2nd round,[2] Tayyab Aslam (PAK) bt Omar Elkattan (EGY),"11-9, 11-8, 13-11 (33m)"
3993,134,1st round,[1] Karim Ali Fathi (EGY),bye
3994,134,1st round,Yannik Omlor (GER) bt Israr Ahmed (PAK),"11-1, 11-1, 11-8 (16m)"
3995,134,1st round,Sean Conroy (IRL) bt Zahir Shah (PAK),"11-8, 11-9, 11-2 (29m)"
3996,134,1st round,[8] Asim Khan (PAK),bye
3997,134,1st round,[6] Ahmed Hosny (EGY),bye
3998,134,1st round,Ammar Altamimi (KUW) bt Ahmed Hassan (ZIM),"11-6, 11-6, 11-7 (20m)"
3999,134,1st round,Syed Ali Mujtaba Shah Bokhari (PAK) bt Jean-Pierre Brits (RSA),"8-11, 11-8, 11-7, 8-11, 11-5 (48m)"
4000,134,1st round,[4] Farhan Mehboob (PAK),bye
4001,134,1st round,[3] Shehab Essam (EGY),bye
4002,134,1st round,Amaad Fareed (PAK) bt Danish Atlas Khan (PAK),"8-11, 11-7, 11-6, 11-7 (43m)"
